Topic,Word,Frequency
1575,pastries,1
1576,heavenly,1
1577,Waiting,1
1578,connecting,1
1579,plate,1
1580,crispy,1
1581,pakoras.,1
1582,munchies,1
1583,best.,1
1584,can't,1
1585,resist,1
1586,aroma,1
1587,freshly,1
1588,baked,1
1589,bread,1
1590,bakery.,1
1591,"Baguette,",1
1592,anyone.,1
1593,mini,1
1594,festival.,1
1595,options.,2
1596,"Airport,",1
1597,must,1
1598,vada,1
1599,pav.,1
1600,favorite!,1
1601,Grabbing,3
1602,pizza,1
1603,slice,1
1604,go.,1
1605,airport's,4
1606,pizzeria,1
1607,makes,1
1608,amazing,1
1609,thin-crust,1
1610,pizzas.,1
1611,Garden,1
1612,"City,",1
1613,locals,1
1614,do.,1
1615,Savored,1
1616,coconut,1
1617,courts,1
1618,come,1
1619,way.,1
1620,Airport's,1
1621,TRUE,1
1622,culinary,1
1623,adventure.,1
1624,Found,1
1625,cute,1
1626,little,1
1627,macarons,1
1628,journey.,1
1629,quick,1
1630,bite,1
1631,truck.,1
1632,kebabs,1
1633,mouthwatering.,1
1634,Indian,1
1635,best.Tried,1
1636,pani,1
1637,puri,1
1638,Stopping,1
1639,muffin.,1
1640,treats,1
1641,perfect,1
1642,mid-flight,1
1643,snack.,1
1644,track,1
1645,salad,1
1646,juice,1
1647,bar.,1
1648,Browsing,1
1649,duty-free,1
1650,shops,1
1651,creamy,1
1652,milkshake,1
1653,hand.,1
1654,Shopping,1
1655,+,1
1656,Shakes,1
1657,=,1
1658,Happiness.,1
1659,tandoori,1
1660,platter.,1
1661,flavors,1
1662,world.,1
1663,smoothie,2
1664,bar,1
